name_a,name_b,identity,len_a,len_b
6NI5_single_001_density_input.pdb,3bhnA00_6.pdb,0.361,227,208
6NI5_single_001_density_input.pdb,2vrnA00_12.pdb,0.31,227,184
6NI5_single_001_density_input.pdb,3bhnA00_26.pdb,0.324,227,208
6NI5_single_001_density_input.pdb,3bhnA00_28.pdb,0.362,227,208
6NI5_single_001_density_input.pdb,3fseA01_28.pdb,0.298,227,190
6NI5_single_001_density_input.pdb,3bhnA00_21.pdb,0.379,227,208
6NI5_single_001_density_input.pdb,3bhnA00_19.pdb,0.379,227,208
6NI5_single_001_density_input.pdb,3bhnA00_27.pdb,0.287,227,208
6NI5_single_001_density_input.pdb,3bhnA00_5.pdb,0.418,227,208
6NI5_single_001_density_input.pdb,3bhnA00_18.pdb,0.37,227,208
7P6M_single_001_density_input.pdb,132lA00_13.pdb,0.601,130,124
7P6M_single_001_density_input.pdb,132lA00_9.pdb,0.592,130,124
7P6M_single_001_density_input.pdb,132lA00_30.pdb,0.584,130,124
7P6M_single_001_density_input.pdb,132lA00_21.pdb,0.584,130,124
7P6M_single_001_density_input.pdb,132lA00_5.pdb,0.584,130,124
7P6M_single_001_density_input.pdb,132lA00_19.pdb,0.576,130,124
7P6M_single_001_density_input.pdb,132lA00_12.pdb,0.576,130,124
7P6M_single_001_density_input.pdb,132lA00_22.pdb,0.576,130,124
7P6M_single_001_density_input.pdb,132lA00_1.pdb,0.577,130,124
7P6M_single_001_density_input.pdb,132lA00_24.pdb,0.56,130,124
7P6M_single_001_density_input.pdb,132lA00_28.pdb,0.56,130,124
7P6M_single_001_density_input.pdb,132lA00_7.pdb,0.577,130,124
7P6M_single_001_density_input.pdb,132lA00_2.pdb,0.56,130,124
7P6M_single_001_density_input.pdb,132lA00_16.pdb,0.568,130,124
7P6M_single_001_density_input.pdb,132lA00_18.pdb,0.56,130,124
7P6M_single_001_density_input.pdb,132lA00_17.pdb,0.576,130,124
7P6M_single_001_density_input.pdb,132lA00_15.pdb,0.568,130,124
7P6M_single_001_density_input.pdb,132lA00_6.pdb,0.56,130,124
7P6M_single_001_density_input.pdb,132lA00_8.pdb,0.544,130,124
7P6M_single_001_density_input.pdb,132lA00_4.pdb,0.568,130,124
7P6M_single_001_density_input.pdb,132lA00_20.pdb,0.544,130,124
7P6M_single_001_density_input.pdb,132lA00_26.pdb,0.569,130,124
7P6M_single_001_density_input.pdb,132lA00_10.pdb,0.577,130,124
7P6M_single_001_density_input.pdb,132lA00_0.pdb,0.569,130,124
7P6M_single_001_density_input.pdb,132lA00_29.pdb,0.56,130,124
7P6M_single_001_density_input.pdb,132lA00_14.pdb,0.544,130,124
7P6M_single_001_density_input.pdb,132lA00_31.pdb,0.552,130,124
7P6M_single_001_density_input.pdb,132lA00_25.pdb,0.528,130,124
7P6M_single_001_density_input.pdb,132lA00_27.pdb,0.528,130,124
7P6M_single_001_density_input.pdb,132lA00_23.pdb,0.555,130,124
7P6M_single_001_density_input.pdb,132lA00_11.pdb,0.536,130,124
7P6M_single_001_density_input.pdb,132lA00_3.pdb,0.52,130,124
7P6M_single_001_density_input.pdb,1hfxA00_15.pdb,0.385,130,123
7P6M_single_001_density_input.pdb,1hfxA00_21.pdb,0.379,130,123
7P6M_single_001_density_input.pdb,1hfxA00_28.pdb,0.417,130,123
7P6M_single_001_density_input.pdb,1hfxA00_26.pdb,0.36,130,123
7P6M_single_001_density_input.pdb,1hfxA00_4.pdb,0.405,130,123
7P6M_single_001_density_input.pdb,1hfxA00_16.pdb,0.369,130,123
7P6M_single_001_density_input.pdb,1hfxA00_8.pdb,0.36,130,123
7P6M_single_001_density_input.pdb,1hfxA00_0.pdb,0.396,130,123
7P6M_single_001_density_input.pdb,1hfxA00_11.pdb,0.378,130,123
7P6M_single_001_density_input.pdb,1hfxA00_2.pdb,0.369,130,123
7P6M_single_001_density_input.pdb,1hfxA00_22.pdb,0.378,130,123
7P6M_single_001_density_input.pdb,1hfxA00_12.pdb,0.336,130,123
7P6M_single_001_density_input.pdb,1hfxA00_14.pdb,0.344,130,123
7P6M_single_001_density_input.pdb,1hfxA00_31.pdb,0.378,130,123
7P6M_single_001_density_input.pdb,3zvqA00_28.pdb,0.514,130,70
7P6M_single_001_density_input.pdb,1hfxA00_27.pdb,0.352,130,123
7P6M_single_001_density_input.pdb,1iizA00_25.pdb,0.354,130,120
7P6M_single_001_density_input.pdb,1iizA00_28.pdb,0.373,130,120
7P6M_single_001_density_input.pdb,1hfxA00_25.pdb,0.372,130,123
7P6M_single_001_density_input.pdb,1iizA00_21.pdb,0.349,130,120
7P6M_single_001_density_input.pdb,1iizA00_22.pdb,0.356,130,120
7P6M_single_001_density_input.pdb,1hfxA00_29.pdb,0.354,130,123
7P6M_single_001_density_input.pdb,1hfxA00_7.pdb,0.336,130,123
7P6M_single_001_density_input.pdb,1iizA00_29.pdb,0.344,130,120
7P6M_single_001_density_input.pdb,1hfxA00_6.pdb,0.375,130,123
7P6M_single_001_density_input.pdb,1hfxA00_9.pdb,0.352,130,123
7P6M_single_001_density_input.pdb,1iizA00_26.pdb,0.41,130,120
7P6M_single_001_density_input.pdb,1hfxA00_10.pdb,0.327,130,123
7P6M_single_001_density_input.pdb,3zvqA00_7.pdb,0.515,130,70
7P6M_single_001_density_input.pdb,3zvqA00_14.pdb,0.515,130,70
7P6M_single_001_density_input.pdb,1hfxA00_18.pdb,0.36,130,123
7P6M_single_001_density_input.pdb,1hfxA00_13.pdb,0.336,130,123
7P6M_single_001_density_input.pdb,1hfxA00_20.pdb,0.369,130,123
7P6M_single_001_density_input.pdb,1iizA00_15.pdb,0.349,130,120
7P6M_single_001_density_input.pdb,3zvqA00_5.pdb,0.471,130,70
7P6M_single_001_density_input.pdb,1iizA00_18.pdb,0.351,130,120
7P6M_single_001_density_input.pdb,1iizA00_12.pdb,0.338,130,120
7P6M_single_001_density_input.pdb,1iizA00_6.pdb,0.365,130,120
7P6M_single_001_density_input.pdb,1iizA00_0.pdb,0.341,130,120
7P6M_single_001_density_input.pdb,1iizA00_13.pdb,0.333,130,120
7P6M_single_001_density_input.pdb,1iizA00_14.pdb,0.341,130,120
7P6M_single_001_density_input.pdb,1iizA00_31.pdb,0.404,130,120
7P6M_single_001_density_input.pdb,1iizA00_8.pdb,0.408,130,120
7P6M_single_001_density_input.pdb,1hfxA00_30.pdb,0.336,130,123
7P6M_single_001_density_input.pdb,1iizA00_11.pdb,0.341,130,120
7P6M_single_001_density_input.pdb,1iizA00_3.pdb,0.347,130,120
7P6M_single_001_density_input.pdb,1iizA00_19.pdb,0.33,130,120
7P6M_single_001_density_input.pdb,1iizA00_24.pdb,0.354,130,120
7P6M_single_001_density_input.pdb,1iizA00_7.pdb,0.347,130,120
7P6M_single_001_density_input.pdb,1hfxA00_19.pdb,0.35,130,123
7P6M_single_001_density_input.pdb,1hfxA00_24.pdb,0.362,130,123
7P6M_single_001_density_input.pdb,1iizA00_17.pdb,0.404,130,120
7P6M_single_001_density_input.pdb,1iizA00_30.pdb,0.383,130,120
7P6M_single_001_density_input.pdb,1iizA00_4.pdb,0.356,130,120
7P6M_single_001_density_input.pdb,1hfxA00_5.pdb,0.318,130,123
7P6M_single_001_density_input.pdb,3zvqA00_19.pdb,0.492,130,70
7P6M_single_001_density_input.pdb,1iizA00_10.pdb,0.362,130,120
7P6M_single_001_density_input.pdb,1iizA00_9.pdb,0.347,130,120
7P6M_single_001_density_input.pdb,1hfxA00_1.pdb,0.357,130,123
7P6M_single_001_density_input.pdb,3zvqA00_3.pdb,0.463,130,70
7P6M_single_001_density_input.pdb,3zvqA00_2.pdb,0.457,130,70
7P6M_single_001_density_input.pdb,1hfxA00_23.pdb,0.368,130,123
7P6M_single_001_density_input.pdb,3zvqA00_6.pdb,0.47,130,70
7P6M_single_001_density_input.pdb,1iizA00_1.pdb,0.33,130,120
7P6M_single_001_density_input.pdb,1iizA00_27.pdb,0.37,130,120
7P6M_single_001_density_input.pdb,3zvqA00_20.pdb,0.468,130,70
7P6M_single_001_density_input.pdb,1hfxA00_17.pdb,0.336,130,123
7P6M_single_001_density_input.pdb,1hfxA00_3.pdb,0.323,130,123
7P6M_single_001_density_input.pdb,1iizA00_23.pdb,0.363,130,120
7P6M_single_001_density_input.pdb,1iizA00_20.pdb,0.339,130,120
7P6M_single_001_density_input.pdb,3zvqA00_24.pdb,0.454,130,70
7P6M_single_001_density_input.pdb,3zvqA00_8.pdb,0.442,130,70
7P6M_single_001_density_input.pdb,1iizA00_16.pdb,0.333,130,120
7P6M_single_001_density_input.pdb,3zvqA00_31.pdb,0.457,130,70
7P6M_single_001_density_input.pdb,1iizA00_5.pdb,0.367,130,120
7P6M_single_001_density_input.pdb,3zvqA00_4.pdb,0.469,130,70
7P6M_single_001_density_input.pdb,3zvqA00_9.pdb,0.428,130,70
7P6M_single_001_density_input.pdb,3zvqA00_30.pdb,0.476,130,70
7P6M_single_001_density_input.pdb,3zvqA00_16.pdb,0.442,130,70
7P6M_single_001_density_input.pdb,3zvqA00_1.pdb,0.476,130,70
7P6M_single_001_density_input.pdb,3zvqA00_15.pdb,0.468,130,70
7P6M_single_001_density_input.pdb,3zvqA00_10.pdb,0.468,130,70
7P6M_single_001_density_input.pdb,3zvqA00_0.pdb,0.428,130,70
7P6M_single_001_density_input.pdb,3zvqA00_29.pdb,0.453,130,70
7P6M_single_001_density_input.pdb,3zvqA00_23.pdb,0.428,130,70
7P6M_single_001_density_input.pdb,3zvqA00_12.pdb,0.434,130,70
7P6M_single_001_density_input.pdb,3zvqA00_27.pdb,0.414,130,70
7P6M_single_001_density_input.pdb,3zvqB_23.pdb,0.454,130,58
7P6M_single_001_density_input.pdb,3zvqB_23_reres.pdb,0.454,130,58
7P6M_single_001_density_input.pdb,3zvqB_12.pdb,0.482,130,58
7P6M_single_001_density_input.pdb,3zvqB_12_reres.pdb,0.482,130,58
7P6M_single_001_density_input.pdb,3zvqB_21.pdb,0.421,130,58
7P6M_single_001_density_input.pdb,3zvqB_21_reres.pdb,0.421,130,58
7P6M_single_001_density_input.pdb,3zvqA00_11.pdb,0.444,130,69
7P6M_single_001_density_input.pdb,3zvqA00_21.pdb,0.428,130,70
7P6M_single_001_density_input.pdb,3zvqA00_17.pdb,0.424,130,70
7P6M_single_001_density_input.pdb,3zvqA00_25.pdb,0.412,130,70
7P6M_single_001_density_input.pdb,3zvqB_0.pdb,0.428,130,58
7P6M_single_001_density_input.pdb,3zvqB_0_reres.pdb,0.428,130,58
7P6M_single_001_density_input.pdb,3zvqB_9.pdb,0.362,130,58
7P6M_single_001_density_input.pdb,3zvqB_9_reres.pdb,0.362,130,58
7P6M_single_001_density_input.pdb,3zvqB_7.pdb,0.377,130,58
7P6M_single_001_density_input.pdb,3zvqB_7_reres.pdb,0.377,130,58
7P6M_single_001_density_input.pdb,3zvqB_31.pdb,0.35,130,58
7P6M_single_001_density_input.pdb,3zvqB_31_reres.pdb,0.35,130,58
7P6M_single_001_density_input.pdb,3zvqB_1_reres.pdb,0.357,130,58
7P6M_single_001_density_input.pdb,3zvqB_1.pdb,0.357,130,58
7P6M_single_001_density_input.pdb,3zvqB_10.pdb,0.375,130,58
7P6M_single_001_density_input.pdb,3zvqB_10_reres.pdb,0.375,130,58
7P6M_single_001_density_input.pdb,3zvqB_18.pdb,0.375,130,58
7P6M_single_001_density_input.pdb,3zvqB_18_reres.pdb,0.375,130,58
7P6M_single_001_density_input.pdb,3zvqB_8.pdb,0.392,130,58
7P6M_single_001_density_input.pdb,3zvqB_22.pdb,0.375,130,58
7P6M_single_001_density_input.pdb,3zvqB_8_reres.pdb,0.392,130,58
7P6M_single_001_density_input.pdb,3zvqB_22_reres.pdb,0.375,130,58
7P6M_single_001_density_input.pdb,3zvqB_30.pdb,0.357,130,58
7P6M_single_001_density_input.pdb,3zvqB_30_reres.pdb,0.357,130,58
2I6H_single_001_density_input.pdb,2i6hA02_0.pdb,0.494,174,96
2I6H_single_001_density_input.pdb,2i6hA02_12.pdb,0.468,174,96
2I6H_single_001_density_input.pdb,2i6hA02_15.pdb,0.473,174,96
2I6H_single_001_density_input.pdb,2i6hA02_21.pdb,0.505,174,96
2I6H_single_001_density_input.pdb,2i6hA02_11.pdb,0.517,174,96
2I6H_single_001_density_input.pdb,2i6hA02_27.pdb,0.505,174,96
2I6H_single_001_density_input.pdb,2i6hA02_9.pdb,0.505,174,96
2I6H_single_001_density_input.pdb,2i6hA02_30.pdb,0.482,174,96
2I6H_single_001_density_input.pdb,2i6hA02_10.pdb,0.448,174,96
2I6H_single_001_density_input.pdb,2i6hA02_25.pdb,0.482,174,96
2I6H_single_001_density_input.pdb,2i6hA02_31.pdb,0.471,174,96
2I6H_single_001_density_input.pdb,2i6hA02_2.pdb,0.425,174,96
2I6H_single_001_density_input.pdb,2i6hA02_19.pdb,0.471,174,96
2I6H_single_001_density_input.pdb,2i6hA02_7.pdb,0.471,174,96
2I6H_single_001_density_input.pdb,2i6hA02_6.pdb,0.459,174,96
2I6H_single_001_density_input.pdb,2i6hA02_22.pdb,0.494,174,96
2I6H_single_001_density_input.pdb,2i6hA01_20.pdb,0.485,174,79
2I6H_single_001_density_input.pdb,2i6hA01_8.pdb,0.521,174,79
2I6H_single_001_density_input.pdb,2i6hA02_23.pdb,0.505,174,96
2I6H_single_001_density_input.pdb,2i6hA02_14.pdb,0.494,174,96
2I6H_single_001_density_input.pdb,2i6hA02_17.pdb,0.471,174,96
2I6H_single_001_density_input.pdb,2i6hA02_26.pdb,0.471,174,96
2I6H_single_001_density_input.pdb,2i6hA01_13.pdb,0.485,174,79
2I6H_single_001_density_input.pdb,2i6hA02_4.pdb,0.448,174,96
2I6H_single_001_density_input.pdb,2i6hA01_9.pdb,0.542,174,79
2I6H_single_001_density_input.pdb,2i6hA02_13.pdb,0.471,174,96
2I6H_single_001_density_input.pdb,2i6hA01_27.pdb,0.507,174,79
2I6H_single_001_density_input.pdb,2i6hA01_10.pdb,0.464,174,79
2I6H_single_001_density_input.pdb,2i6hA01_5.pdb,0.528,174,79
2I6H_single_001_density_input.pdb,2i6hA02_3.pdb,0.452,174,96
2I6H_single_001_density_input.pdb,2i6hA01_26.pdb,0.514,174,79
2I6H_single_001_density_input.pdb,2i6hA02_1.pdb,0.436,174,96
2I6H_single_001_density_input.pdb,2i6hA01_4.pdb,0.471,174,79
2I6H_single_001_density_input.pdb,2i6hA02_20.pdb,0.459,174,96
2I6H_single_001_density_input.pdb,2i6hA01_7.pdb,0.485,174,79
2I6H_single_001_density_input.pdb,2i6hA02_24.pdb,0.436,174,96
2I6H_single_001_density_input.pdb,2i6hA02_28.pdb,0.436,174,96
2I6H_single_001_density_input.pdb,2i6hA01_16.pdb,0.457,174,79
2I6H_single_001_density_input.pdb,2i6hA02_18.pdb,0.459,174,96
2I6H_single_001_density_input.pdb,2i6hA01_2.pdb,0.478,174,79
2I6H_single_001_density_input.pdb,2i6hA02_5.pdb,0.425,174,96
2I6H_single_001_density_input.pdb,2i6hA01_21.pdb,0.492,174,79
2I6H_single_001_density_input.pdb,2i6hA01_28.pdb,0.422,174,79
2I6H_single_001_density_input.pdb,2i6hA01_0.pdb,0.485,174,79
2I6H_single_001_density_input.pdb,2i6hA01_29.pdb,0.464,174,79
2I6H_single_001_density_input.pdb,2i6hA01_11.pdb,0.442,174,79
2I6H_single_001_density_input.pdb,2i6hA02_29.pdb,0.426,174,96
2I6H_single_001_density_input.pdb,2i6hA01_22.pdb,0.442,174,79
2I6H_single_001_density_input.pdb,2i6hA01_24.pdb,0.5,174,79
2I6H_single_001_density_input.pdb,2i6hA02_8.pdb,0.444,174,96
2I6H_single_001_density_input.pdb,2i6hA02_16.pdb,0.413,174,96
2I6H_single_001_density_input.pdb,2i6hA01_25.pdb,0.432,174,79
2I6H_single_001_density_input.pdb,2i6hA01_23.pdb,0.442,174,79
2I6H_single_001_density_input.pdb,2i6hA01_19.pdb,0.447,174,79
2I6H_single_001_density_input.pdb,2i6hA01_31.pdb,0.442,174,79
2I6H_single_001_density_input.pdb,2i6hA01_6.pdb,0.45,174,79
2I6H_single_001_density_input.pdb,2i6hA01_18.pdb,0.4,174,79
2I6H_single_001_density_input.pdb,2i6hA01_30.pdb,0.414,174,79
2I6H_single_001_density_input.pdb,2i6hA01_17.pdb,0.447,174,79
2I6H_single_001_density_input.pdb,2i6hA01_12.pdb,0.385,174,79
2I6H_single_001_density_input.pdb,2i6hA01_14.pdb,0.371,174,79
2I6H_single_001_density_input.pdb,2i6hA01_15.pdb,0.385,174,79
2I6H_single_001_density_input.pdb,2i6hA01_3.pdb,0.471,174,79
2I6H_single_001_density_input.pdb,2i6hA01_1.pdb,0.385,174,79
